"Key","Type","Character","Name"
"00_1_0001_0000_22","Costume","Goku (Z - End), Super Saiyan 2","Goku (Z - End), Super Saiyan 2 Outfit 2"
"00_1_0001_0000_23","Costume","Goku (Z - End), Super Saiyan 3","Goku (Z - End), Super Saiyan 3 Outfit 2"
"00_1_0001_0000_40","Costume","Goku (Super)","Goku (Super) Outfit 2"
"00_1_0001_0000_41","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit 2"
"00_1_0001_0000_43","Costume","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan Outfit 2"
"00_1_0001_0000_50","Costume","Goku (Super), Ultra Instinct -Sign-","Goku (Super), Ultra Instinct -Sign- Outfit 2"
"00_1_0001_0000_51","Costume","Goku (Super), Ultra Instinct","Goku (Super), Ultra Instinct Outfit 2"
"00_1_0001_0001_42","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit 2"
"00_1_0001_0003_51","Costume",," Outfit 2"
"00_1_0001_0020_00","Costume","Vegeta (Z - Scouter)","Vegeta (Z - Scouter) Outfit 2"
"00_1_0001_0020_10","Costume","Vegeta (Z - Early)","Vegeta (Z - Early) Outfit 2"
"00_1_0001_0020_11","Costume","Vegeta (Z - Early), Super Saiyan","Vegeta (Z - Early), Super Saiyan Outfit 2"
"00_1_0001_0020_30","Costume","Vegeta (Z - End)","Vegeta (Z - End) Outfit 2"
"00_1_0001_0020_31","Costume","Vegeta (Z - End), Super Saiyan","Vegeta (Z - End), Super Saiyan Outfit 2"
"00_1_0001_0020_32","Costume","Vegeta (Z - End), Super Saiyan 2","Vegeta (Z - End), Super Saiyan 2 Outfit 2"
"00_1_0001_0020_40","Costume","Majin Vegeta","Majin Vegeta Outfit 2"
"00_1_0001_0020_60","Costume","Vegeta (Super)","Vegeta (Super) Outfit 2"
"00_1_0001_0020_61","Costume","Vegeta (Super), Super Saiyan","Vegeta (Super), Super Saiyan Outfit 2"
"00_1_0001_0020_63","Costume","Vegeta (Super), Super Saiyan God Super Saiyan","Vegeta (Super), Super Saiyan God Super Saiyan Outfit 2"
"00_1_0001_0021_20","Costume","Super Vegeta","Super Vegeta Outfit 2"
"00_1_0001_0022_62","Costume","Vegeta (Super), Super Saiyan God","Vegeta (Super), Super Saiyan God Outfit 2"
"00_1_0001_0023_00","Costume","Great Ape Vegeta","Great Ape Vegeta Outfit 2"
"00_1_0001_0030_00","Costume","Gohan (Kid)","Gohan (Kid) Outfit 2"
"00_1_0001_0031_00","Costume","Gohan (Teen)","Gohan (Teen) Outfit 2"
"00_1_0001_0031_01","Costume","Gohan (Teen), Super Saiyan","Gohan (Teen), Super Saiyan Outfit 2"
"00_1_0001_0031_02","Costume","Gohan (Teen), Super Saiyan 2","Gohan (Teen), Super Saiyan 2 Outfit 2"
"00_1_0001_0032_00","Costume","Gohan (Adult)","Gohan (Adult) Outfit 2"
"00_1_0001_0032_01","Costume","Gohan (Adult), Super Saiyan","Gohan (Adult), Super Saiyan Outfit 2"
"00_1_0001_0032_02","Costume","Gohan (Adult), Super Saiyan 2","Gohan (Adult), Super Saiyan 2 Outfit 2"
"00_1_0001_0032_10","Costume","Great Saiyaman","Great Saiyaman Outfit 2"
"00_1_0001_0040_00","Costume","Piccolo","Piccolo Outfit 2"
"00_1_0001_0040_10","Costume","Piccolo (Fused with Kami)","Piccolo (Fused with Kami) Outfit 2"
"00_1_0001_0050_00","Costume","Krillin","Krillin Outfit 2"
"00_1_0001_0060_00","Costume","Yamcha","Yamcha Outfit 2"
"00_1_0001_0070_00","Costume","Tien","Tien Outfit 2"
"00_1_0001_0080_30","Costume","Future Trunks","Future Trunks Outfit 2"
"00_1_0001_0080_31","Costume","Future Trunks, Super Saiyan","Future Trunks, Super Saiyan Outfit 2"
"00_1_0001_0140_00","Costume","Master Roshi","Master Roshi Outfit 2"
"00_1_0001_0141_00","Costume","Master Roshi, Max Power","Master Roshi, Max Power Outfit 2"
"00_1_0001_0310_00","Costume","Bardock","Bardock Outfit 2"
"00_1_0001_0340_00","Costume","Nappa","Nappa Outfit 2"
"00_1_0001_0390_00","Costume","Recoome","Recoome Outfit 2"
"00_1_0001_0450_10","Costume","Android 17 (Super)","Android 17 (Super) Outfit 2"
"00_1_0001_0460_00","Costume","Android 18","Android 18 Outfit 2"
"00_1_0001_0540_00","Costume","Frieza Force Soldier","Frieza Force Soldier Outfit 2"
"00_1_0001_0790_00","Costume","Whis","Whis Outfit 2"
"00_1_0001_0810_01","Costume","Fused Zamasu","Fused Zamasu Outfit 2"
"00_1_0001_0811_00","Costume","Fused Zamasu, Half-Corrupted","Fused Zamasu, Half-Corrupted Outfit 2"
"00_1_0001_0931_00","Costume","Jiren, Full Power","Jiren, Full Power Outfit 2"
"00_1_0001_0940_00","Costume","Toppo","Toppo Outfit 2"
"00_1_0001_8022_00","Costume","Announcer","Announcer Outfit 2"
"00_1_0002_0000_00","Costume","Goku (Z - Early)","Goku (Z - Early) Outfit 3"
"00_1_0002_0000_10","Costume","Goku (Z - Mid)","Goku (Z - Mid) Outfit 3"
"00_1_0002_0000_11","Costume","Goku (Z - Mid), Super Saiyan","Goku (Z - Mid), Super Saiyan Outfit 3"
"00_1_0002_0000_20","Costume","Goku (Z - End)","Goku (Z - End) Outfit 3"
"00_1_0002_0000_21","Costume","Goku (Z - End), Super Saiyan","Goku (Z - End), Super Saiyan Outfit 3"
"00_1_0002_0000_22","Costume","Goku (Z - End), Super Saiyan 2","Goku (Z - End), Super Saiyan 2 Outfit 3"
"00_1_0002_0000_23","Costume","Goku (Z - End), Super Saiyan 3","Goku (Z - End), Super Saiyan 3 Outfit 3"
"00_1_0002_0000_40","Costume","Goku (Super)","Goku (Super) Outfit 3"
"00_1_0002_0000_41","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit 3"
"00_1_0002_0000_43","Costume","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan Outfit 3"
"00_1_0002_0000_50","Costume","Goku (Super), Ultra Instinct -Sign-","Goku (Super), Ultra Instinct -Sign- Outfit 3"
"00_1_0002_0000_51","Costume","Goku (Super), Ultra Instinct","Goku (Super), Ultra Instinct Outfit 3"
"00_1_0002_0001_42","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit 3"
"00_1_0002_0020_00","Costume","Vegeta (Z - Scouter)","Vegeta (Z - Scouter) Outfit 3"
"00_1_0002_0020_10","Costume","Vegeta (Z - Early)","Vegeta (Z - Early) Outfit 3"
"00_1_0002_0020_11","Costume","Vegeta (Z - Early), Super Saiyan","Vegeta (Z - Early), Super Saiyan Outfit 3"
"00_1_0002_0020_30","Costume","Vegeta (Z - End)","Vegeta (Z - End) Outfit 3"
"00_1_0002_0020_31","Costume","Vegeta (Z - End), Super Saiyan","Vegeta (Z - End), Super Saiyan Outfit 3"
"00_1_0002_0020_32","Costume","Vegeta (Z - End), Super Saiyan 2","Vegeta (Z - End), Super Saiyan 2 Outfit 3"
"00_1_0002_0020_60","Costume","Vegeta (Super)","Vegeta (Super) Outfit 3"
"00_1_0002_0020_61","Costume","Vegeta (Super), Super Saiyan","Vegeta (Super), Super Saiyan Outfit 3"
"00_1_0002_0020_63","Costume","Vegeta (Super), Super Saiyan God Super Saiyan","Vegeta (Super), Super Saiyan God Super Saiyan Outfit 3"
"00_1_0002_0021_20","Costume","Super Vegeta","Super Vegeta Outfit 3"
"00_1_0002_0022_62","Costume","Vegeta (Super), Super Saiyan God","Vegeta (Super), Super Saiyan God Outfit 3"
"00_1_0002_0023_00","Costume","Great Ape Vegeta","Great Ape Vegeta Outfit 3"
"00_1_0002_0030_00","Costume","Gohan (Kid)","Gohan (Kid) Outfit 3"
"00_1_0002_0031_00","Costume","Gohan (Teen)","Gohan (Teen) Outfit 3"
"00_1_0002_0031_01","Costume","Gohan (Teen), Super Saiyan","Gohan (Teen), Super Saiyan Outfit 3"
"00_1_0002_0031_02","Costume","Gohan (Teen), Super Saiyan 2","Gohan (Teen), Super Saiyan 2 Outfit 3"
"00_1_0002_0032_00","Costume","Gohan (Adult)","Gohan (Adult) Outfit 3"
"00_1_0002_0032_01","Costume","Gohan (Adult), Super Saiyan","Gohan (Adult), Super Saiyan Outfit 3"
"00_1_0002_0032_02","Costume","Gohan (Adult), Super Saiyan 2","Gohan (Adult), Super Saiyan 2 Outfit 3"
"00_1_0002_0032_20","Costume","Ultimate Gohan","Ultimate Gohan Outfit 3"
"00_1_0002_0040_00","Costume","Piccolo","Piccolo Outfit 3"
"00_1_0002_0040_10","Costume","Piccolo (Fused with Kami)","Piccolo (Fused with Kami) Outfit 3"
"00_1_0002_0050_00","Costume","Krillin","Krillin Outfit 3"
"00_1_0002_0060_00","Costume","Yamcha","Yamcha Outfit 3"
"00_1_0002_0070_00","Costume","Tien","Tien Outfit 3"
"00_1_0002_0080_00","Costume","Trunks (Sword)","Trunks (Sword) Outfit 3"
"00_1_0002_0080_01","Costume","Trunks (Sword), Super Saiyan","Trunks (Sword), Super Saiyan Outfit 3"
"00_1_0002_0080_10","Costume","Trunks (Melee)","Trunks (Melee) Outfit 3"
"00_1_0002_0080_11","Costume","Trunks (Melee), Super Saiyan","Trunks (Melee), Super Saiyan Outfit 3"
"00_1_0002_0130_00","Costume","Videl","Videl Outfit 3"
"00_1_0002_0460_00","Costume","Android 18","Android 18 Outfit 3"
"00_1_0003_0000_10","Costume","Goku (Z - Mid)","Goku (Z - Mid) Outfit 4"
"00_1_0003_0000_11","Costume","Goku (Z - Mid), Super Saiyan","Goku (Z - Mid), Super Saiyan Outfit 4"
"00_1_0003_0000_40","Costume","Goku (Super)","Goku (Super) Outfit 4"
"00_1_0003_0000_41","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit 4"
"00_1_0003_0000_43","Costume","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan Outfit 4"
"00_1_0003_0001_42","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit 4"
"00_1_0003_0020_00","Costume","Vegeta (Z - Scouter)","Vegeta (Z - Scouter) Outfit 4"
"00_1_0003_0020_10","Costume","Vegeta (Z - Early)","Vegeta (Z - Early) Outfit 4"
"00_1_0003_0020_11","Costume","Vegeta (Z - Early), Super Saiyan","Vegeta (Z - Early), Super Saiyan Outfit 4"
"00_1_0003_0020_60","Costume","Vegeta (Super)","Vegeta (Super) Outfit 4"
"00_1_0003_0020_61","Costume","Vegeta (Super), Super Saiyan","Vegeta (Super), Super Saiyan Outfit 4"
"00_1_0003_0020_63","Costume","Vegeta (Super), Super Saiyan God Super Saiyan","Vegeta (Super), Super Saiyan God Super Saiyan Outfit 4"
"00_1_0003_0021_20","Costume","Super Vegeta","Super Vegeta Outfit 4"
"00_1_0003_0022_62","Costume","Vegeta (Super), Super Saiyan God","Vegeta (Super), Super Saiyan God Outfit 4"
"00_1_0003_0023_00","Costume","Great Ape Vegeta","Great Ape Vegeta Outfit 4"
"00_1_0003_0031_00","Costume","Gohan (Teen)","Gohan (Teen) Outfit 4"
"00_1_0003_0031_01","Costume","Gohan (Teen), Super Saiyan","Gohan (Teen), Super Saiyan Outfit 4"
"00_1_0003_0031_02","Costume","Gohan (Teen), Super Saiyan 2","Gohan (Teen), Super Saiyan 2 Outfit 4"
"00_1_0003_0032_00","Costume","Gohan (Adult)","Gohan (Adult) Outfit 4"
"00_1_0003_0032_01","Costume","Gohan (Adult), Super Saiyan","Gohan (Adult), Super Saiyan Outfit 4"
"00_1_0003_0032_02","Costume","Gohan (Adult), Super Saiyan 2","Gohan (Adult), Super Saiyan 2 Outfit 4"
"00_1_0003_0140_00","Costume","Master Roshi","Master Roshi Outfit 4"
"00_1_0003_0141_00","Costume","Master Roshi, Max Power","Master Roshi, Max Power Outfit 4"
"00_1_0003_0460_00","Costume","Android 18","Android 18 Outfit 4"
"00_1_0004_0000_00","Costume","Goku (Z - Early)","Goku (Z - Early) Outfit 5"
"00_1_0004_0000_40","Costume","Goku (Super)","Goku (Super) Outfit 5"
"00_1_0004_0000_41","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit 5"
"00_1_0004_0000_43","Costume","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan Outfit 5"
"00_1_0004_0000_50","Costume","Goku (Super), Ultra Instinct -Sign-","Goku (Super), Ultra Instinct -Sign- Outfit 5"
"00_1_0004_0000_51","Costume","Goku (Super), Ultra Instinct","Goku (Super), Ultra Instinct Outfit 5"
"00_1_0004_0001_42","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit 5"
"00_1_0004_0020_10","Costume","Vegeta (Z - Early)","Vegeta (Z - Early) Outfit 5"
"00_1_0004_0020_11","Costume","Vegeta (Z - Early), Super Saiyan","Vegeta (Z - Early), Super Saiyan Outfit 5"
"00_1_0004_0032_00","Costume","Gohan (Adult)","Gohan (Adult) Outfit 5"
"00_1_0004_0032_01","Costume","Gohan (Adult), Super Saiyan","Gohan (Adult), Super Saiyan Outfit 5"
"00_1_0004_0032_02","Costume","Gohan (Adult), Super Saiyan 2","Gohan (Adult), Super Saiyan 2 Outfit 5"
"00_1_0004_0050_00","Costume","Krillin","Krillin Outfit 5"
"00_1_0004_0070_00","Costume","Tien","Tien Outfit 5"
"00_1_0004_0140_00","Costume","Master Roshi","Master Roshi Outfit 5"
"00_1_0004_0141_00","Costume","Master Roshi, Max Power","Master Roshi, Max Power Outfit 5"
"00_1_0004_0460_00","Costume","Android 18","Android 18 Outfit 5"
"00_1_0005_0000_00","Costume","Goku (Z - Early)","Goku (Z - Early) Outfit 6"
"00_1_0005_0000_10","Costume","Goku (Z - Mid)","Goku (Z - Mid) Outfit 6"
"00_1_0005_0000_11","Costume","Goku (Z - Mid), Super Saiyan","Goku (Z - Mid), Super Saiyan Outfit 6"
"00_1_0005_0000_40","Costume","Goku (Super)","Goku (Super) Outfit 6"
"00_1_0005_0000_41","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit 6"
"00_1_0005_0000_43","Costume","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan Outfit 6"
"00_1_0005_0000_50","Costume","Goku (Super), Ultra Instinct -Sign-","Goku (Super), Ultra Instinct -Sign- Outfit 6"
"00_1_0005_0000_51","Costume","Goku (Super), Ultra Instinct","Goku (Super), Ultra Instinct Outfit 6"
"00_1_0005_0001_42","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit 6"
"00_1_0005_0020_10","Costume","Vegeta (Z - Early)","Vegeta (Z - Early) Outfit 6"
"00_1_0005_0020_11","Costume","Vegeta (Z - Early), Super Saiyan","Vegeta (Z - Early), Super Saiyan Outfit 6"
"00_1_0005_8006_00","Costume","Bulma","Bulma Outfit 6"
"00_1_0006_0000_40","Costume","Goku (Super)","Goku (Super) Outfit 7"
"00_1_0006_0000_41","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit 7"
"00_1_0006_0000_43","Costume","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan Outfit 7"
"00_1_0006_0000_50","Costume","Goku (Super), Ultra Instinct -Sign-","Goku (Super), Ultra Instinct -Sign- Outfit 7"
"00_1_0006_0000_51","Costume","Goku (Super), Ultra Instinct","Goku (Super), Ultra Instinct Outfit 7"
"00_1_0006_0001_42","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit 7"
"00_1_0007_0000_40","Costume","Goku (Super)","Goku (Super) Outfit 8"
"00_1_0007_0000_41","Costume","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan Outfit 8"
"00_1_0007_0000_43","Costume","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan Outfit 8"
"00_1_0007_0001_42","Costume","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God Outfit 8"
"00_1_1000","Item (no character)","","00_1_1000"
"00_1_1001","Item (no character)","","00_1_1001"
"00_1_1002","Item (no character)","","00_1_1002"
"00_1_1003","Item (no character)","","00_1_1003"
"00_1_1004","Item (no character)","","00_1_1004"
"00_1_1005","Item (no character)","","00_1_1005"
"00_1_1006","Item (no character)","","00_1_1006"
"00_1_1007","Item (no character)","","00_1_1007"
"00_1_1008","Item (no character)","","00_1_1008"
"00_4_0000","Profile Card Set","","00_4_0000"
"00_4_0000_0000_00","Profile Card","Goku (Z - Early)","Goku (Z - Early) (Profile Card)"
"00_4_0000_0000_10","Profile Card","Goku (Z - Mid)","Goku (Z - Mid) (Profile Card)"
"00_4_0000_0000_11","Profile Card","Goku (Z - Mid), Super Saiyan","Goku (Z - Mid), Super Saiyan (Profile Card)"
"00_4_0000_0000_20","Profile Card","Goku (Z - End)","Goku (Z - End) (Profile Card)"
"00_4_0000_0000_21","Profile Card","Goku (Z - End), Super Saiyan","Goku (Z - End), Super Saiyan (Profile Card)"
"00_4_0000_0000_22","Profile Card","Goku (Z - End), Super Saiyan 2","Goku (Z - End), Super Saiyan 2 (Profile Card)"
"00_4_0000_0000_23","Profile Card","Goku (Z - End), Super Saiyan 3","Goku (Z - End), Super Saiyan 3 (Profile Card)"
"00_4_0000_0000_33","Profile Card","Goku (GT), Super Saiyan 4","Goku (GT), Super Saiyan 4 (Profile Card)"
"00_4_0000_0000_40","Profile Card","Goku (Super)","Goku (Super) (Profile Card)"
"00_4_0000_0000_41","Profile Card","Goku (Super), Super Saiyan","Goku (Super), Super Saiyan (Profile Card)"
"00_4_0000_0000_43","Profile Card","Goku (Super), Super Saiyan God Super Saiyan","Goku (Super), Super Saiyan God Super Saiyan (Profile Card)"
"00_4_0000_0000_50","Profile Card","Goku (Super), Ultra Instinct -Sign-","Goku (Super), Ultra Instinct -Sign- (Profile Card)"
"00_4_0000_0000_51","Profile Card","Goku (Super), Ultra Instinct","Goku (Super), Ultra Instinct (Profile Card)"
"00_4_0000_0001_42","Profile Card","Goku (Super), Super Saiyan God","Goku (Super), Super Saiyan God (Profile Card)"
"00_4_0000_0002_30","Profile Card","Goku (GT)","Goku (GT) (Profile Card)"
"00_4_0000_0002_31","Profile Card","Goku (GT), Super Saiyan","Goku (GT), Super Saiyan (Profile Card)"
"00_4_0000_0002_32","Profile Card","Goku (GT), Super Saiyan 3","Goku (GT), Super Saiyan 3 (Profile Card)"
"00_4_0000_0002_50","Profile Card","Goku (Teen)","Goku (Teen) (Profile Card)"
"00_4_0000_0020_00","Profile Card","Vegeta (Z - Scouter)","Vegeta (Z - Scouter) (Profile Card)"
"00_4_0000_0020_10","Profile Card","Vegeta (Z - Early)","Vegeta (Z - Early) (Profile Card)"
"00_4_0000_0020_11","Profile Card","Vegeta (Z - Early), Super Saiyan","Vegeta (Z - Early), Super Saiyan (Profile Card)"
"00_4_0000_0020_30","Profile Card","Vegeta (Z - End)","Vegeta (Z - End) (Profile Card)"
"00_4_0000_0020_31","Profile Card","Vegeta (Z - End), Super Saiyan","Vegeta (Z - End), Super Saiyan (Profile Card)"
"00_4_0000_0020_32","Profile Card","Vegeta (Z - End), Super Saiyan 2","Vegeta (Z - End), Super Saiyan 2 (Profile Card)"
"00_4_0000_0020_40","Profile Card","Majin Vegeta","Majin Vegeta (Profile Card)"
"00_4_0000_0020_50","Profile Card","Vegeta (GT), Super Saiyan 4","Vegeta (GT), Super Saiyan 4 (Profile Card)"
"00_4_0000_0020_60","Profile Card","Vegeta (Super)","Vegeta (Super) (Profile Card)"
"00_4_0000_0020_61","Profile Card","Vegeta (Super), Super Saiyan","Vegeta (Super), Super Saiyan (Profile Card)"
"00_4_0000_0020_63","Profile Card","Vegeta (Super), Super Saiyan God Super Saiyan","Vegeta (Super), Super Saiyan God Super Saiyan (Profile Card)"
"00_4_0000_0021_20","Profile Card","Super Vegeta","Super Vegeta (Profile Card)"
"00_4_0000_0022_62","Profile Card","Vegeta (Super), Super Saiyan God","Vegeta (Super), Super Saiyan God (Profile Card)"
"00_4_0000_0023_00","Profile Card","Great Ape Vegeta","Great Ape Vegeta (Profile Card)"
"00_4_0000_0030_00","Profile Card","Gohan (Kid)","Gohan (Kid) (Profile Card)"
"00_4_0000_0031_00","Profile Card","Gohan (Teen)","Gohan (Teen) (Profile Card)"
"00_4_0000_0031_01","Profile Card","Gohan (Teen), Super Saiyan","Gohan (Teen), Super Saiyan (Profile Card)"
"00_4_0000_0031_02","Profile Card","Gohan (Teen), Super Saiyan 2","Gohan (Teen), Super Saiyan 2 (Profile Card)"
"00_4_0000_0032_00","Profile Card","Gohan (Adult)","Gohan (Adult) (Profile Card)"
"00_4_0000_0032_01","Profile Card","Gohan (Adult), Super Saiyan","Gohan (Adult), Super Saiyan (Profile Card)"
"00_4_0000_0032_02","Profile Card","Gohan (Adult), Super Saiyan 2","Gohan (Adult), Super Saiyan 2 (Profile Card)"
"00_4_0000_0032_10","Profile Card","Great Saiyaman","Great Saiyaman (Profile Card)"
"00_4_0000_0032_20","Profile Card","Ultimate Gohan","Ultimate Gohan (Profile Card)"
"00_4_0000_0032_30","Profile Card","Gohan (Future)","Gohan (Future) (Profile Card)"
"00_4_0000_0032_31","Profile Card","Gohan (Future), Super Saiyan","Gohan (Future), Super Saiyan (Profile Card)"
"00_4_0000_0040_00","Profile Card","Piccolo","Piccolo (Profile Card)"
"00_4_0000_0040_10","Profile Card","Piccolo (Fused with Kami)","Piccolo (Fused with Kami) (Profile Card)"
"00_4_0000_0040_20","Profile Card","Nail","Nail (Profile Card)"
"00_4_0000_0050_00","Profile Card","Krillin","Krillin (Profile Card)"
"00_4_0000_0060_00","Profile Card","Yamcha","Yamcha (Profile Card)"
"00_4_0000_0070_00","Profile Card","Tien","Tien (Profile Card)"
"00_4_0000_0080_00","Profile Card","Trunks (Sword)","Trunks (Sword) (Profile Card)"
"00_4_0000_0080_01","Profile Card","Trunks (Sword), Super Saiyan","Trunks (Sword), Super Saiyan (Profile Card)"
"00_4_0000_0080_10","Profile Card","Trunks (Melee)","Trunks (Melee) (Profile Card)"
"00_4_0000_0080_11","Profile Card","Trunks (Melee), Super Saiyan","Trunks (Melee), Super Saiyan (Profile Card)"
"00_4_0000_0080_30","Profile Card","Future Trunks","Future Trunks (Profile Card)"
"00_4_0000_0080_31","Profile Card","Future Trunks, Super Saiyan","Future Trunks, Super Saiyan (Profile Card)"
"00_4_0000_0081_20","Profile Card","Super Trunks","Super Trunks (Profile Card)"
"00_4_0000_0082_00","Profile Card","Trunks (Kid)","Trunks (Kid) (Profile Card)"
"00_4_0000_0082_01","Profile Card","Trunks (Kid), Super Saiyan","Trunks (Kid), Super Saiyan (Profile Card)"
"00_4_0000_0090_00","Profile Card","Goten","Goten (Profile Card)"
"00_4_0000_0090_01","Profile Card","Goten, Super Saiyan","Goten, Super Saiyan (Profile Card)"
"00_4_0000_0100_00","Profile Card","Vegito","Vegito (Profile Card)"
"00_4_0000_0100_01","Profile Card","Super Vegito","Super Vegito (Profile Card)"
"00_4_0000_0100_02","Profile Card","Vegito, Super Saiyan God Super Saiyan","Vegito, Super Saiyan God Super Saiyan (Profile Card)"
"00_4_0000_0110_00","Profile Card","Gogeta (Super)","Gogeta (Super) (Profile Card)"
"00_4_0000_0110_01","Profile Card","Gogeta (Super), Super Saiyan","Gogeta (Super), Super Saiyan (Profile Card)"
"00_4_0000_0110_02","Profile Card","Gogeta (GT), Super Saiyan 4","Gogeta (GT), Super Saiyan 4 (Profile Card)"
"00_4_0000_0110_03","Profile Card","Gogeta (Super), Super Saiyan God Super Saiyan","Gogeta (Super), Super Saiyan God Super Saiyan (Profile Card)"
"00_4_0000_0110_04","Profile Card","Super Gogeta (Z) ","Super Gogeta (Z)  (Profile Card)"
"00_4_0000_0120_00","Profile Card","Gotenks","Gotenks (Profile Card)"
